config_a,config_a_matched_attempts,config_a_matched_cpsc_usd,config_a_matched_pass_rate,config_a_matched_successes,config_a_matched_total_cost_usd,config_a_solved_tasks,config_b,config_b_matched_attempts,config_b_matched_cpsc_usd,config_b_matched_pass_rate,config_b_matched_successes,config_b_matched_total_cost_usd,config_b_solved_tasks,matched_tasks,solved_task_jaccard,solved_task_union
mini_swe_agent_claude_fable_5_high,299,11.571619526422765,0.822742474916388,246,2846.6184035,98,mini_swe_agent_claude_sonnet_5_max,312,40.96216059742991,0.6858974358974359,214,8765.90236785,89,79,0.7314814814814815,108
mini_swe_agent_claude_fable_5_high,253,10.625645315165878,0.83399209486166,211,2242.0111615,98,mini_swe_agent_claude_sonnet_5_medium,267,6.4904446164705885,0.6367041198501873,170,1103.3755848,73,67,0.6442307692307693,104
mini_swe_agent_claude_fable_5_high,300,11.218413346774193,0.8266666666666667,248,2782.16651,98,mini_swe_agent_claude_sonnet_5_xhigh,315,18.4352484042654,0.6698412698412698,211,3889.8374132999998,85,79,0.7596153846153846,104
mini_swe_agent_claude_fable_5_high,113,9.498607694117647,0.7522123893805309,85,807.381654,98,mini_swe_agent_gemini_3_1_pro_preview_high,120,24.62997856470588,0.425,51,1256.1289067999999,32,30,0.3,100
mini_swe_agent_claude_fable_5_high,270,10.079439585308057,0.7814814814814814,211,2126.7617525,98,mini_swe_agent_gemini_3_5_flash_medium,284,12.434151067682928,0.5774647887323944,164,2039.2007751,75,71,0.696078431372549,102
mini_swe_agent_claude_fable_5_high,265,9.734275420091324,0.8264150943396227,219,2131.806317,98,mini_swe_agent_glm_5_2_high,280,4.793513386845637,0.5321428571428571,149,714.23349464,77,70,0.6666666666666666,105
mini_swe_agent_claude_fable_5_high,299,11.281653691056912,0.822742474916388,246,2775.2868080000003,98,mini_swe_agent_glm_5_2_max,315,6.854943623606558,0.580952380952381,183,1254.45468312,87,79,0.7452830188679245,106
mini_swe_agent_claude_fable_5_high,300,11.211363360784313,0.85,255,2858.897657,98,mini_swe_agent_gpt_5_4_xhigh,316,8.743986558685446,0.6740506329113924,213,1862.469137,88,79,0.7383177570093458,107
mini_swe_agent_claude_fable_5_high,345,11.45573880357143,0.8115942028985508,280,3207.606865,98,mini_swe_agent_gpt_5_5_high,364,6.90389077238806,0.7362637362637363,268,1850.242727,102,91,0.8348623853211009,109
mini_swe_agent_claude_fable_5_high,194,9.286148614906832,0.8298969072164949,161,1495.069927,98,mini_swe_agent_gpt_5_5_low,204,1.9952599912280702,0.5588235294117647,114,227.459639,54,51,0.504950495049505,101
mini_swe_agent_claude_fable_5_high,300,10.638753212851407,0.83,249,2649.04955,98,mini_swe_agent_gpt_5_5_medium,312,3.960170481818182,0.7051282051282052,220,871.237506,88,78,0.7222222222222222,108
mini_swe_agent_claude_fable_5_high,342,11.390828281138791,0.8216374269005848,281,3200.822747,98,mini_swe_agent_gpt_5_5_xhigh,360,9.439494104316546,0.7722222222222223,278,2624.179361,100,90,0.8333333333333334,108
mini_swe_agent_claude_fable_5_high,295,10.171462539256199,0.8203389830508474,242,2461.4939345000003,98,mini_swe_agent_gpt_5_6_luna_high,308,1.2549084152173913,0.5974025974025974,184,230.9031484,85,77,0.7264150943396226,106
mini_swe_agent_claude_fable_5_high,20,13.222802343749999,0.8,16,211.56483749999998,98,mini_swe_agent_gpt_5_6_luna_low,20,0.20012760000000002,0.35,7,1.4008932,5,5,0.05102040816326531,98
mini_swe_agent_claude_fable_5_high,346,11.536704286738352,0.8063583815028902,279,3218.7404960000003,98,mini_swe_agent_gpt_5_6_luna_max,360,3.9064008416058393,0.7611111111111111,274,1070.3538306,102,91,0.8348623853211009,109
mini_swe_agent_claude_fable_5_high,109,8.115603994444445,0.8256880733944955,90,730.4043595,98,mini_swe_agent_gpt_5_6_luna_medium,116,0.4596896204081633,0.4224137931034483,49,22.5247914,31,29,0.29,100
mini_swe_agent_claude_fable_5_high,304,11.201925470238095,0.8289473684210527,252,2822.8852185,98,mini_swe_agent_gpt_5_6_luna_xhigh,316,2.0628570681034484,0.7341772151898734,232,478.5828398,89,79,0.7314814814814815,108
mini_swe_agent_claude_fable_5_high,332,10.827443421245421,0.822289156626506,273,2955.892054,98,mini_swe_agent_gpt_5_6_sol_high,348,4.100150578397213,0.8247126436781609,287,1176.743216,98,87,0.7981651376146789,109
mini_swe_agent_claude_fable_5_high,277,9.647892637931035,0.8375451263537906,232,2238.311092,98,mini_swe_agent_gpt_5_6_sol_low,288,1.566368234375,0.6666666666666666,192,300.742701,81,72,0.6728971962616822,107
mini_swe_agent_claude_fable_5_high,332,10.954332354779412,0.8192771084337349,272,2979.5784005,98,mini_swe_agent_gpt_5_6_sol_max,348,9.674254463333334,0.8620689655172413,300,2902.276339,97,87,0.8055555555555556,108
mini_swe_agent_claude_fable_5_high,312,11.029421421568628,0.8173076923076923,255,2812.5024625,98,mini_swe_agent_gpt_5_6_sol_medium,328,2.323623625,0.7804878048780488,256,594.847648,91,82,0.7663551401869159,107
mini_swe_agent_claude_fable_5_high,333,10.973964327838829,0.8198198198198198,273,2995.8922615,98,mini_swe_agent_gpt_5_6_sol_xhigh,347,5.437733581632653,0.8472622478386167,294,1598.693673,97,87,0.8055555555555556,108
mini_swe_agent_claude_fable_5_high,311,10.965302789999999,0.8038585209003215,250,2741.3256975,98,mini_swe_agent_gpt_5_6_terra_high,324,1.6165584166666667,0.6851851851851852,222,358.8759685,91,81,0.75,108
mini_swe_agent_claude_fable_5_high,171,8.711013216312057,0.8245614035087719,141,1228.2528635,98,mini_swe_agent_gpt_5_6_terra_low,179,0.7271879797979798,0.553072625698324,99,71.99161,50,45,0.4368932038834951,103
mini_swe_agent_claude_fable_5_high,340,11.175222490875912,0.8058823529411765,274,3062.0109625,98,mini_swe_agent_gpt_5_6_terra_max,355,5.963982439236111,0.8112676056338028,288,1717.6269425,100,89,0.8165137614678899,109
mini_swe_agent_claude_fable_5_high,231,9.07633475,0.8051948051948052,186,1688.1982635,98,mini_swe_agent_gpt_5_6_terra_medium,244,0.9151718866666666,0.6147540983606558,150,137.275783,68,61,0.580952380952381,105
mini_swe_agent_claude_fable_5_high,311,11.147709288,0.8038585209003215,250,2786.927322,98,mini_swe_agent_gpt_5_6_terra_xhigh,324,2.7259675615079364,0.7777777777777778,252,686.9438255,91,81,0.75,108
mini_swe_agent_claude_fable_5_high,248,10.187488587804879,0.8266129032258065,205,2088.4351605,98,mini_swe_agent_kimi_k2_7_code_default,260,4.942295806165414,0.5115384615384615,133,657.32534222,69,65,0.6372549019607843,102
mini_swe_agent_claude_fable_5_low,318,5.1313699999999995,0.7515723270440252,239,1226.39743,92,mini_swe_agent_claude_fable_5_max,324,25.770825194945846,0.8549382716049383,277,7138.518579,95,83,0.7980769230769231,104
mini_swe_agent_claude_fable_5_low,332,4.891872949596774,0.7469879518072289,248,1213.1844915,92,mini_swe_agent_claude_fable_5_medium,335,7.410234087272728,0.8208955223880597,275,2037.814374,94,87,0.8787878787878788,99
mini_swe_agent_claude_fable_5_low,336,5.072998067729084,0.7470238095238095,251,1273.322515,92,mini_swe_agent_claude_fable_5_xhigh,352,16.345678302083332,0.8181818181818182,288,4707.555351,100,88,0.8461538461538461,104
mini_swe_agent_claude_fable_5_low,287,4.931436101809955,0.7700348432055749,221,1089.8473785,92,mini_swe_agent_claude_opus_4_8_high,300,5.9095303630952385,0.7,210,1241.00137625,88,75,0.7142857142857143,105
mini_swe_agent_claude_fable_5_low,264,4.810998718137255,0.7727272727272727,204,981.4437385,92,mini_swe_agent_claude_opus_4_8_low,276,3.6339965323529415,0.6159420289855072,170,617.7794105,77,69,0.69,100
mini_swe_agent_claude_fable_5_low,306,4.929745967811159,0.761437908496732,233,1148.6308105,92,mini_swe_agent_claude_opus_4_8_max,312,17.478065592672415,0.7435897435897436,232,4054.9112175,88,80,0.8,100
mini_swe_agent_claude_fable_5_low,291,5.1485113493150685,0.7525773195876289,219,1127.5239855,92,mini_swe_agent_claude_opus_4_8_medium,304,5.035493807598039,0.6710526315789473,204,1027.24073675,86,76,0.7450980392156863,102
mini_swe_agent_claude_fable_5_low,299,5.0824716725663714,0.7558528428093646,226,1148.638598,92,mini_swe_agent_claude_opus_4_8_xhigh,308,11.281761870967742,0.7045454545454546,217,2448.142326,91,78,0.7428571428571429,105
mini_swe_agent_claude_fable_5_low,223,4.768532797687861,0.7757847533632287,173,824.956174,92,mini_swe_agent_claude_sonnet_4_6_high,232,11.26769213125,0.5172413793103449,120,1352.12305575,64,58,0.5918367346938775,98
mini_swe_agent_claude_fable_5_low,301,5.060030313333334,0.7475083056478405,225,1138.5068205,92,mini_swe_agent_claude_sonnet_5_high,316,11.815643064795918,0.620253164556962,196,2315.8660406999998,90,79,0.7669902912621359,103
mini_swe_agent_claude_fable_5_low,221,4.603991647928994,0.7647058823529411,169,778.0745885,92,mini_swe_agent_claude_sonnet_5_low,232,3.6518481496153847,0.5603448275862069,130,474.74025945,65,58,0.5858585858585859,99
mini_swe_agent_claude_fable_5_low,282,5.234509412322274,0.74822695035461,211,1104.481486,92,mini_swe_agent_claude_sonnet_5_max,292,40.6286468955,0.684931506849315,200,8125.7293791,89,74,0.6915887850467289,107
mini_swe_agent_claude_fable_5_low,250,4.741698366834171,0.796,199,943.597975,92,mini_swe_agent_claude_sonnet_5_medium,263,6.4721940219512195,0.623574144486692,164,1061.4398196,73,66,0.6666666666666666,99
mini_swe_agent_claude_fable_5_low,279,5.070063528037383,0.7670250896057348,214,1084.993595,92,mini_swe_agent_claude_sonnet_5_xhigh,292,17.471004331773397,0.6952054794520548,203,3546.61387935,85,73,0.7019230769230769,104
mini_swe_agent_claude_fable_5_low,111,3.373683511235955,0.8018018018018018,89,300.2578325,92,mini_swe_agent_gemini_3_1_pro_preview_high,116,27.008638468085106,0.4051724137931034,47,1269.406008,32,29,0.30526315789473685,95
mini_swe_agent_claude_fable_5_low,255,4.034475613402062,0.7607843137254902,194,782.688269,92,mini_swe_agent_gemini_3_5_flash_medium,268,12.830423929934211,0.5671641791044776,152,1950.22443735,75,67,0.67,100
mini_swe_agent_claude_fable_5_low,250,3.9563312087628866,0.776,194,767.5282545,92,mini_swe_agent_glm_5_2_high,264,4.4771927991836735,0.5568181818181818,147,658.14734148,77,66,0.6407766990291263,103
mini_swe_agent_claude_fable_5_low,284,4.770032751152074,0.7640845070422535,217,1035.097107,92,mini_swe_agent_glm_5_2_max,298,6.515060314350283,0.5939597315436241,177,1153.16567564,87,75,0.7211538461538461,104
mini_swe_agent_claude_fable_5_low,287,5.130930900921659,0.7560975609756098,217,1113.4120055,92,mini_swe_agent_gpt_5_4_xhigh,300,8.603787156862746,0.68,204,1755.17258,88,75,0.7142857142857143,105
mini_swe_agent_claude_fable_5_low,325,4.967163276422765,0.7569230769230769,246,1221.922166,92,mini_swe_agent_gpt_5_5_high,340,6.70321319921875,0.7529411764705882,256,1716.022579,102,85,0.7798165137614679,109
mini_swe_agent_claude_fable_5_low,196,4.015881493710691,0.8112244897959183,159,638.5251575,92,mini_swe_agent_gpt_5_5_low,204,2.019804178571429,0.5490196078431373,112,226.21806800000002,54,51,0.5368421052631579,95
mini_swe_agent_claude_fable_5_low,285,4.8109335654205605,0.7508771929824561,214,1029.539783,92,mini_swe_agent_gpt_5_5_medium,296,3.929160192307692,0.7027027027027027,208,817.26532,88,74,0.6981132075471698,106
mini_swe_agent_claude_fable_5_low,322,5.145482407949791,0.7422360248447205,239,1229.7702955,92,mini_swe_agent_gpt_5_5_xhigh,336,9.255151578947368,0.7916666666666666,266,2461.87032,100,84,0.7777777777777778,108
mini_swe_agent_claude_fable_5_low,280,4.56297845971564,0.7535714285714286,211,962.788455,92,mini_swe_agent_gpt_5_6_luna_high,292,1.2316283231638419,0.6061643835616438,177,217.9982132,85,73,0.7019230769230769,104
mini_swe_agent_claude_fable_5_low,20,5.078294764705882,0.85,17,86.331011,92,mini_swe_agent_gpt_5_6_luna_low,20,0.20012760000000002,0.35,7,1.4008932,5,5,0.05434782608695652,92
mini_swe_agent_claude_fable_5_low,321,5.0818253958333335,0.7476635514018691,240,1219.638095,92,mini_swe_agent_gpt_5_6_luna_max,332,3.762569901167315,0.7740963855421686,257,966.9804646,102,84,0.7636363636363637,110
mini_swe_agent_claude_fable_5_low,107,3.921933319767442,0.8037383177570093,86,337.2862655,92,mini_swe_agent_gpt_5_6_luna_medium,112,0.4795164913043478,0.4107142857142857,46,22.0577586,31,28,0.29473684210526313,95
mini_swe_agent_claude_fable_5_low,286,5.018146224770643,0.7622377622377622,218,1093.955877,92,mini_swe_agent_gpt_5_6_luna_xhigh,296,1.982542769642857,0.7567567567567568,224,444.0895804,89,74,0.6915887850467289,107
mini_swe_agent_claude_fable_5_low,309,4.881448339055794,0.7540453074433657,233,1137.377463,92,mini_swe_agent_gpt_5_6_sol_high,324,4.029710941176471,0.8395061728395061,272,1096.081376,98,81,0.7431192660550459,109
mini_swe_agent_claude_fable_5_low,267,4.404076864321608,0.7453183520599251,199,876.411296,92,mini_swe_agent_gpt_5_6_sol_low,280,1.564097454054054,0.6607142857142857,185,289.358029,81,70,0.6796116504854369,103
mini_swe_agent_claude_fable_5_low,314,4.728304132911393,0.7547770700636943,237,1120.6080795,92,mini_swe_agent_gpt_5_6_sol_max,328,9.693334247349824,0.8628048780487805,283,2743.213592,97,82,0.7663551401869159,107
mini_swe_agent_claude_fable_5_low,294,4.802538466216217,0.7551020408163265,222,1066.1635395,92,mini_swe_agent_gpt_5_6_sol_medium,308,2.274088400826446,0.7857142857142857,242,550.329393,91,77,0.7264150943396226,106
mini_swe_agent_claude_fable_5_low,310,4.886486655982906,0.7548387096774194,234,1143.4378775,92,mini_swe_agent_gpt_5_6_sol_xhigh,324,5.355882776173286,0.8549382716049383,277,1483.579529,97,81,0.75,108
mini_swe_agent_claude_fable_5_low,290,4.8660621428571424,0.7482758620689656,217,1055.935485,92,mini_swe_agent_gpt_5_6_terra_high,304,1.6060847976190475,0.6907894736842105,210,337.2778075,91,76,0.7102803738317757,107
mini_swe_agent_claude_fable_5_low,177,3.668308361702128,0.7966101694915254,141,517.231479,92,mini_swe_agent_gpt_5_6_terra_low,183,0.7381508449999999,0.546448087431694,100,73.8150845,50,46,0.4791666666666667,96
mini_swe_agent_claude_fable_5_low,319,4.914812917012448,0.7554858934169278,241,1184.469913,92,mini_swe_agent_gpt_5_6_terra_max,331,5.959824198148149,0.8157099697885196,270,1609.1525335000001,100,83,0.7614678899082569,109
mini_swe_agent_claude_fable_5_low,224,3.6405427852941177,0.7589285714285714,170,618.8922735,92,mini_swe_agent_gpt_5_6_terra_medium,236,0.9220530739436619,0.6016949152542372,142,130.9315365,68,59,0.5841584158415841,101
mini_swe_agent_claude_fable_5_low,288,4.825488451388889,0.75,216,1042.3055055,92,mini_swe_agent_gpt_5_6_terra_xhigh,300,2.7087911709401706,0.78,234,633.857134,91,75,0.6944444444444444,108
mini_swe_agent_claude_fable_5_low,235,4.073668601092896,0.7787234042553192,183,745.481354,92,mini_swe_agent_kimi_k2_7_code_default,244,4.6742990808,0.5122950819672131,125,584.2873851,69,61,0.61,100
mini_swe_agent_claude_fable_5_max,327,25.418237887096776,0.8532110091743119,279,7091.6883705,95,mini_swe_agent_claude_fable_5_medium,325,7.479500176029962,0.8215384615384616,267,1997.026547,94,84,0.8,105
mini_swe_agent_claude_fable_5_max,355,26.30039910067114,0.8394366197183099,298,7837.518932,95,mini_swe_agent_claude_fable_5_xhigh,364,16.370547383606556,0.8379120879120879,305,4993.016952,100,91,0.875,104
mini_swe_agent_claude_fable_5_max,306,25.052678320075756,0.8627450980392157,264,6613.9070765,95,mini_swe_agent_claude_opus_4_8_high,316,6.115179911697248,0.689873417721519,218,1333.10922075,88,79,0.7596153846153846,104
mini_swe_agent_claude_fable_5_max,268,24.85919664255319,0.8768656716417911,235,5841.911211,95,mini_swe_agent_claude_opus_4_8_low,276,3.7199486897058827,0.6159420289855072,170,632.39127725,77,69,0.6699029126213593,103
mini_swe_agent_claude_fable_5_max,304,24.463770590405904,0.8914473684210527,271,6629.6818299999995,95,mini_swe_agent_claude_opus_4_8_max,304,17.348043825531914,0.7730263157894737,235,4076.790299,88,78,0.7428571428571429,105
mini_swe_agent_claude_fable_5_max,286,25.925927325301203,0.8706293706293706,249,6455.555904,95,mini_swe_agent_claude_opus_4_8_medium,296,5.274135825376884,0.6722972972972973,199,1049.55302925,86,74,0.6915887850467289,107
mini_swe_agent_claude_fable_5_max,319,25.324291620437958,0.8589341692789969,274,6938.855904,95,mini_swe_agent_claude_opus_4_8_xhigh,325,11.523097029867255,0.6953846153846154,226,2604.21992875,91,82,0.7884615384615384,104
mini_swe_agent_claude_fable_5_max,215,25.961355965053762,0.8651162790697674,186,4828.8122095,95,mini_swe_agent_claude_sonnet_4_6_high,220,11.51901919826087,0.5227272727272727,115,1324.6872078,64,55,0.5288461538461539,104
mini_swe_agent_claude_fable_5_max,306,26.00792929343629,0.8464052287581699,259,6736.053687,95,mini_swe_agent_claude_sonnet_5_high,316,12.224261952066318,0.629746835443038,199,2432.6281284611973,90,79,0.7452830188679245,106
mini_swe_agent_claude_fable_5_max,217,26.17921716480447,0.8248847926267281,179,4686.0798725,95,mini_swe_agent_claude_sonnet_5_low,224,3.940370414754098,0.5446428571428571,122,480.72519059999996,65,56,0.5384615384615384,104
mini_swe_agent_claude_fable_5_max,298,26.27041299604743,0.8489932885906041,253,6646.414487999999,95,mini_swe_agent_claude_sonnet_5_max,304,40.19752789366197,0.7006578947368421,213,8562.07344135,89,77,0.719626168224299,107
mini_swe_agent_claude_fable_5_max,253,25.008465341013824,0.857707509881423,217,5426.836979,95,mini_swe_agent_claude_sonnet_5_medium,259,6.750774692592593,0.6254826254826255,162,1093.6255002,73,65,0.6310679611650486,103
mini_swe_agent_claude_fable_5_max,290,25.155072055555554,0.8689655172413793,252,6339.078157999999,95,mini_swe_agent_claude_sonnet_5_xhigh,300,18.039060646829267,0.6833333333333333,205,3698.0074326,85,75,0.7142857142857143,105
mini_swe_agent_claude_fable_5_max,117,23.143638725806454,0.7948717948717948,93,2152.3584015,95,mini_swe_agent_gemini_3_1_pro_preview_high,120,24.642073476,0.4166666666666667,50,1232.1036738,32,30,0.30927835051546393,97
mini_swe_agent_claude_fable_5_max,262,24.184192948430493,0.851145038167939,223,5393.0750275,95,mini_swe_agent_gemini_3_5_flash_medium,268,12.74811216923077,0.582089552238806,156,1988.7054984000001,75,67,0.6504854368932039,103
mini_swe_agent_claude_fable_5_max,257,23.73714966216216,0.8638132295719845,222,5269.647225,95,mini_swe_agent_glm_5_2_high,264,4.924414125390071,0.5340909090909091,141,694.34239168,77,66,0.6226415094339622,106
mini_swe_agent_claude_fable_5_max,288,26.341785259183673,0.8506944444444444,245,6453.7373885,95,mini_swe_agent_glm_5_2_max,294,7.108386798843932,0.5884353741496599,173,1229.7509162000001,87,74,0.6851851851851852,108
mini_swe_agent_claude_fable_5_max,315,26.75167529847909,0.834920634920635,263,7035.6906035,95,mini_swe_agent_gpt_5_4_xhigh,324,8.796773728310502,0.6759259259259259,219,1926.4934465,88,81,0.7941176470588235,102
mini_swe_agent_claude_fable_5_max,350,26.967531858131487,0.8257142857142857,289,7793.616707,95,mini_swe_agent_gpt_5_5_high,360,7.0312808764044945,0.7416666666666667,267,1877.351994,102,90,0.8411214953271028,107
mini_swe_agent_claude_fable_5_max,188,23.33716428527607,0.8670212765957447,163,3803.9577784999997,95,mini_swe_agent_gpt_5_5_low,192,1.9754004311926605,0.5677083333333334,109,215.318647,54,48,0.4752475247524752,101
mini_swe_agent_claude_fable_5_max,309,25.88044791570881,0.8446601941747572,261,6754.796906,95,mini_swe_agent_gpt_5_5_medium,316,3.928860039473684,0.7215189873417721,228,895.780089,88,79,0.7596153846153846,104
mini_swe_agent_claude_fable_5_max,355,26.99595848976109,0.8253521126760563,293,7909.815837499999,95,mini_swe_agent_gpt_5_5_xhigh,364,9.662238719858156,0.7747252747252747,282,2724.751319,100,91,0.875,104
mini_swe_agent_claude_fable_5_max,309,25.66395468181818,0.8187702265372169,253,6492.9805344999995,95,mini_swe_agent_gpt_5_6_luna_high,316,1.2693795915343915,0.5981012658227848,189,239.9127428,85,79,0.7821782178217822,101
mini_swe_agent_claude_fable_5_max,16,38.67847921428571,0.875,14,541.498709,95,mini_swe_agent_gpt_5_6_luna_low,16,0.22907576000000002,0.3125,5,1.1453788,5,4,0.041666666666666664,96
mini_swe_agent_claude_fable_5_max,346,27.10203756866197,0.8208092485549133,284,7696.978669499999,95,mini_swe_agent_gpt_5_6_luna_max,352,4.0870063304029305,0.7755681818181818,273,1115.7527282,102,89,0.8240740740740741,108
mini_swe_agent_claude_fable_5_max,105,21.56107746153846,0.8666666666666667,91,1962.058049,95,mini_swe_agent_gpt_5_6_luna_medium,108,0.45205787659574465,0.4351851851851852,47,21.2467202,31,27,0.2727272727272727,99
mini_swe_agent_claude_fable_5_max,308,25.97553058108108,0.8409090909090909,259,6727.6624205,95,mini_swe_agent_gpt_5_6_luna_xhigh,316,2.065601210041841,0.7563291139240507,239,493.6786892,89,79,0.7523809523809524,105
mini_swe_agent_claude_fable_5_max,334,25.918943356115108,0.8323353293413174,278,7205.466253,95,mini_swe_agent_gpt_5_6_sol_high,344,4.164921101398602,0.8313953488372093,286,1191.167435,98,86,0.8037383177570093,107
mini_swe_agent_claude_fable_5_max,280,23.886622388429753,0.8642857142857143,242,5780.562618,95,mini_swe_agent_gpt_5_6_sol_low,288,1.6136250319148937,0.6527777777777778,188,303.361506,81,72,0.6923076923076923,104
mini_swe_agent_claude_fable_5_max,323,25.437989297833933,0.8575851393188855,277,7046.3230355,95,mini_swe_agent_gpt_5_6_sol_max,332,9.665172350340137,0.8855421686746988,294,2841.560671,97,83,0.7614678899082569,109
mini_swe_agent_claude_fable_5_max,319,26.23802427651515,0.8275862068965517,264,6926.838409,95,mini_swe_agent_gpt_5_6_sol_medium,328,2.401531,0.774390243902439,254,609.988874,91,82,0.7884615384615384,104
mini_swe_agent_claude_fable_5_max,330,25.945551583333334,0.8363636363636363,276,7160.972237,95,mini_swe_agent_gpt_5_6_sol_xhigh,340,5.5799735069444445,0.8470588235294118,288,1607.03237,97,85,0.794392523364486,107
mini_swe_agent_claude_fable_5_max,311,25.7897249453125,0.8231511254019293,256,6602.169586,95,mini_swe_agent_gpt_5_6_terra_high,320,1.6000580493273544,0.696875,223,356.812945,91,80,0.7547169811320755,106
mini_swe_agent_claude_fable_5_max,171,22.665638451388887,0.8421052631578947,144,3263.851937,95,mini_swe_agent_gpt_5_6_terra_low,176,0.7432389690721649,0.5511363636363636,97,72.09418,50,44,0.43564356435643564,101
mini_swe_agent_claude_fable_5_max,340,26.816675152877696,0.8176470588235294,278,7455.0356925,95,mini_swe_agent_gpt_5_6_terra_max,347,6.182841838596492,0.8213256484149856,285,1762.109924,100,87,0.8055555555555556,108
mini_swe_agent_claude_fable_5_max,241,23.2549199120603,0.8257261410788381,199,4627.7290625,95,mini_swe_agent_gpt_5_6_terra_medium,248,0.9801230068965519,0.5846774193548387,145,142.117836,68,62,0.6138613861386139,101
mini_swe_agent_claude_fable_5_max,316,26.216162186311788,0.8322784810126582,263,6894.850655,95,mini_swe_agent_gpt_5_6_terra_xhigh,324,2.822841776,0.7716049382716049,250,705.710444,91,81,0.7714285714285715,105
mini_swe_agent_claude_fable_5_max,239,25.084814162679425,0.8744769874476988,209,5242.72616,95,mini_swe_agent_kimi_k2_7_code_default,244,5.294601138083333,0.4918032786885246,120,635.35213657,69,61,0.5922330097087378,103
mini_swe_agent_claude_fable_5_medium,351,7.573837184587813,0.7948717948717948,279,2113.1005744999998,94,mini_swe_agent_claude_fable_5_xhigh,364,16.31788862116041,0.804945054945055,293,4781.141366,100,91,0.883495145631068,103
mini_swe_agent_claude_fable_5_medium,306,7.359463312244897,0.8006535947712419,245,1803.0685114999999,94,mini_swe_agent_claude_opus_4_8_high,316,5.940871645161291,0.6867088607594937,217,1289.169147,88,79,0.7669902912621359,103
mini_swe_agent_claude_fable_5_medium,280,7.3515445584415575,0.825,231,1698.2067929999998,94,mini_swe_agent_claude_opus_4_8_low,288,3.671029823446328,0.6145833333333334,177,649.77227875,77,72,0.7272727272727273,99
mini_swe_agent_claude_fable_5_medium,305,7.196867208661417,0.8327868852459016,254,1828.004271,94,mini_swe_agent_claude_opus_4_8_max,308,16.972141413135592,0.7662337662337663,236,4005.4253734999998,88,79,0.7669902912621359,103
mini_swe_agent_claude_fable_5_medium,305,7.674795400406503,0.8065573770491803,246,1887.9996684999999,94,mini_swe_agent_claude_opus_4_8_medium,316,5.161171067632851,0.6550632911392406,207,1068.362411,86,79,0.7821782178217822,101
